id_usuario,password_hash
0aa14c89-4473-4ebe-b4dd-61662097240d,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
0e1eadde-e1b1-4fcb-a2f5-e9c26163d626,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
e2fc75d6-ba79-44b6-9114-71c331bf56bb,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
587044e5-8e2f-48d2-a43b-ec3a54842c7b,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
a85b9a08-7692-4df1-9040-e9848f29e30f,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
ecbdc271-3a3e-4595-9767-5e346373bbb9,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
cba3cdab-c82d-450d-8b05-9e9fde8f38e9,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
9f9f49ec-493f-4c8a-ae12-284c2dd183cf,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
642478e6-5144-4b1d-8db1-3c9ed1d59be8,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
074cfbff-44bb-43e6-aad9-b745ffca825b,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
2c2ac369-c93a-48e1-8b2e-c801e56c57b8,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
fb702e9a-9679-411d-818f-3967c31ed565,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
c50d83b4-279c-4288-9017-23177091a95c,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
73494bf1-5535-439a-a205-b6896ba328b2,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
7438e682-4ba2-498a-8324-c180c706c126,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
b9d9f335-cb77-47ee-969b-0e92c1bb2a45,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
20cfc493-363d-4f22-abf8-888cecff22c5,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
7d38aa96-2580-4c3e-9819-ea5e52fcbd0e,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
458a6d80-2cd7-4406-bfa4-84d902178482,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
f64b88df-4ea6-4e6f-8d30-c99c6b8879ed,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
7e4199d0-448e-46dd-bfc0-ed12e9b7a554,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
295d6c5d-ffc3-4108-b08c-3a5ffd2578a6,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
5afa0c1b-479d-43cd-8c6f-e4ba10e8bf99,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
08e55cc5-ed81-4217-a130-49da426dab2a,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
44c61a8c-4f6a-4467-9b8f-aebbcd407be9,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
b3b5ec56-cfcb-4569-aa70-9e88aef4d196,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
386f6db1-dafa-41be-a844-1c24e1e5deb4,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
b085e184-d806-4457-af7e-0bfac9cd0e2b,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
6d24ffa4-a9f9-44fc-8b62-854554712261,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
aa5b73ac-a57e-4c6a-9b8d-fbfd704ada1d,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
b25e0104-335c-48f6-b72a-98daa5b84c20,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
4f07c649-3122-4fb3-9958-62b7be5e091b,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
80021215-7a5e-4b68-996e-47173f783982,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
f62dcc5a-4ed2-4f40-8fc9-0d5df71e4ed0,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
691dda89-a7ec-4ce4-966d-a4d1a58564ea,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
5cabc1e5-1263-4de8-a8f3-e95a6a843db3,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
d7566cf5-60ef-4a8d-967d-4a54bbce550b,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
7bc01b16-8bc4-4d11-810c-cac20065f57c,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
9944cfdf-641d-4f56-b895-9a6a649b7b18,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
f740ea6f-6462-41d9-83b2-c04c25fc349b,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
2061eb76-4a8f-4edd-bafb-5956de13cada,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
52fc942b-37e4-443e-b8d1-26079012b727,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
fd8f7962-e58f-47b9-bcd1-1b7e071fc0b6,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
518e263e-d799-42a2-be5d-e8ecf69df036,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
4c6e65b2-a1e8-4daf-bf0d-6a5fe38673ff,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
71a2e22f-8a9f-4621-a05a-74acd8958192,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
311f2c3e-6815-4c42-9b8c-89e7a6ec7a53,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
235099f4-07bd-4a8c-8b6d-2dcec4d70a3d,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
5af8eacf-fff6-43d9-a5cd-73e7c4f72884,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
adf07cc2-c302-406b-92c0-9a134d11f04f,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
c9819d64-2a6e-401d-b70f-8991232f8722,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
30ecec2c-fabd-4838-b1ae-cf46155c71d7,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
5cfa919e-9a76-4564-ae78-0214f404d08c,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
8bc789ee-3181-4739-888c-0187386bed92,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
55fc8d86-4615-403f-8457-2925fc498a06,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
983a8039-4834-4593-ae3e-49168dab5479,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
e760f3f8-8791-4189-a300-95536740e301,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
4a88f5eb-d31d-464c-9f6e-e1b647031cab,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
8ed1a9b5-a22b-4653-9602-20214999b819,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
ea1ce915-ae52-4f95-9b83-8fdeb47277b1,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
a07e961e-deed-458e-abab-f83a389a2bc3,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
2671e240-b81a-4158-9a89-060f5bf6063c,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
6364825a-be52-4b16-898a-825dfe8fc6f7,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
f6b31c3a-72ff-4e39-a5a8-b1588643ab9f,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
6bdd1e53-4996-4d4d-abce-c04979dababb,$2b$12$eImiTXuWVxfM37uY4JANjO5E.12345678901234567890123
