id_tarjeta,id_cuenta,numero_tarjeta,tipo_tarjeta,red_pago,fecha_vencimiento
7489af6c-154c-4eef-b7af-50397bd6b848,f3a41ba9-44d4-478f-a694-d6ad335b8123,4152X-ACC-415172,DEBITO,VISA,2029-12-31
86d42cc6-6226-41a4-aa56-9a03fdc03387,58863dc0-61ad-4d99-8b63-87dd12bfd403,4152X-ACC-890180,DEBITO,VISA,2029-12-31
b1df054d-9d22-4d28-b46d-87390f12a902,29b37d6f-5af8-41b3-b947-f26883ddbc4a,4152X-ACC-599883,DEBITO,VISA,2029-12-31
007759d6-7e92-4216-8b0d-24e4b3bdc25c,92399789-aaa6-4b36-8824-72e52de9d045,4152X-ACC-535165,DEBITO,VISA,2029-12-31
49c19272-4521-43eb-a5ed-ba309950965f,3273dd04-acc4-448e-9251-012525a135cf,4152X-ACC-556292,DEBITO,VISA,2029-12-31
169f4be3-cc0f-4b41-8a79-77865835d095,73989f41-b4d9-40f0-b915-47f2569c7676,4152X-ACC-360910,DEBITO,VISA,2029-12-31
8711e8ab-3016-4507-8ecf-8798f901a525,975be45d-bb86-4402-9760-3c8ed901757c,4152X-ACC-434402,DEBITO,VISA,2029-12-31
6be93697-d5c5-49d1-8778-8abe58f5c5a3,499ff97b-d47b-471d-baee-4a73a906d68e,4152X-ACC-666202,DEBITO,VISA,2029-12-31
d7073699-b1fd-4984-8380-c897f19b37c2,9b3f1dce-ca73-42bb-a059-02178c631736,4152X-ACC-616142,DEBITO,VISA,2029-12-31
9ebdcad6-2344-4fb6-873b-906defca570a,cf8bf668-730f-45f8-acf0-d365c13b3548,4152X-ACC-365517,DEBITO,VISA,2029-12-31
57a16ad2-8282-4a67-91ec-ebc90dee810e,a1a7fdb5-217c-494c-9b18-4c26fe70694f,4152X-ACC-318969,DEBITO,VISA,2029-12-31
b5525d88-0da0-4036-a444-3e4f7a34128f,a3dc7919-9df9-4922-ba22-477d0e775ee5,4152X-ACC-424767,DEBITO,VISA,2029-12-31
9fa6af03-3f13-4285-852b-d389da76d928,e2057f20-05b1-4a12-b5dc-13a828c1b785,4152X-ACC-954211,DEBITO,VISA,2029-12-31
feb46172-c764-46f8-8955-33a46aebe6cc,bb121f0b-aa32-44a9-85d1-bf71779ffa42,4152X-ACC-517170,DEBITO,VISA,2029-12-31
4a021a05-bacc-4ded-98e4-6ba1343b83b4,51ca4a34-8ad3-449b-b7e3-bac5fb33a2ee,4152X-ACC-590025,DEBITO,VISA,2029-12-31
36ee8608-fe5c-4530-b7cf-d13801c08072,2edba3f8-67cc-4e72-a05c-9d30d4a7ea9f,4152X-ACC-570951,DEBITO,VISA,2029-12-31
8580b4dd-2321-42ff-8e88-0392056caa5c,b84d0b3a-54e8-4bc8-8cb9-1a9c18f04aa1,4152X-ACC-758271,DEBITO,VISA,2029-12-31
d1015873-9015-4bb6-ad9c-9c10c7fbccaa,ee83974d-240b-40a2-a7db-bef7d08dc949,4152X-ACC-384260,DEBITO,VISA,2029-12-31
ec1a1f42-1c5f-492f-919f-08cacfcb0039,a96eb185-8027-4995-b474-db323ea2ac64,4152X-ACC-382762,DEBITO,VISA,2029-12-31
a5264eb8-0d47-44e1-b1b3-6e0a2018f25f,d8d59be5-9a10-48b1-ae5f-7636b8e7759d,4152X-ACC-984011,DEBITO,VISA,2029-12-31
1d78859f-eed0-4406-a7a8-ac62bfe90145,62281d93-36de-42a3-98d5-8b7667a9bf05,4152X-ACC-497710,DEBITO,VISA,2029-12-31
0e2604b4-11e5-4452-8748-64aa92f9ca8f,5236b2f3-0801-4384-a5ac-6d976c76628a,4152X-ACC-881817,DEBITO,VISA,2029-12-31
c0c2ffc0-3d5f-4e4f-99f2-884a8a2621f5,387adacf-9a73-43b7-aaf7-9c723567ec21,4152X-ACC-252617,DEBITO,VISA,2029-12-31
654c4cb9-fb3b-421c-9e42-884531a72e4c,a847860d-33f3-4cb9-8d5a-92340f6652da,4152X-ACC-799983,DEBITO,VISA,2029-12-31
2d80c188-6489-4094-b09d-93b06a6b2935,11f9d963-3e86-49f7-ac62-65d8d0039d64,4152X-ACC-589570,DEBITO,VISA,2029-12-31
efb35f92-a96e-40cb-9ba4-a3d3670133ab,166422f8-bc3e-43a7-8a79-81a73ba041a7,4152X-ACC-824839,DEBITO,VISA,2029-12-31
591ef66e-c411-40c1-95e6-b23f8169be61,fdabfd3a-af77-4edd-a7f0-bd0d3c937543,4152X-ACC-311837,DEBITO,VISA,2029-12-31
7059c9c8-532b-4bfe-a72e-0c9aa55e75da,0fe03708-ddc9-43ba-ad4d-dbf22bfc4576,4152X-ACC-595553,DEBITO,VISA,2029-12-31
cf376ebc-04ee-401c-98d2-d2ca7394def8,6c06c334-ce1a-4cdd-9504-cc4227946096,4152X-ACC-206081,DEBITO,VISA,2029-12-31
fe494458-2541-481f-bb69-2bcb8e182795,7315bff1-3d36-49fc-9c39-1bd0fdea4b5a,4152X-ACC-113986,DEBITO,VISA,2029-12-31
d7b98250-11d8-4b40-a1fd-44ae5b3e0d2a,18f0a481-9149-4429-a5a0-1be425537654,4152X-ACC-546438,DEBITO,VISA,2029-12-31
87a8bdbd-1d61-4275-b187-80f960bd7983,d2afc051-2160-4e5f-a354-ecb6253e7ab5,4152X-ACC-750419,DEBITO,VISA,2029-12-31
8ae451d5-4e82-4ced-8bbc-cee19fedccda,aaf10a50-9c18-4a95-961c-583ece512f78,4152X-ACC-635822,DEBITO,VISA,2029-12-31
4f6ff8db-53cf-4464-883b-02373ed58457,a58010dd-7e43-45c2-bcbe-f51debbc4d11,4152X-ACC-382247,DEBITO,VISA,2029-12-31
0d4d9d7a-2ce4-4002-abe0-031b288ff53c,0b4b62ee-4cba-40de-8165-726791fbc4ca,4152X-ACC-514568,DEBITO,VISA,2029-12-31
287b9cdc-edd5-4342-a5fb-5148aeea5b6c,da1fa000-f4fe-4e57-b6b2-30d716dad649,4152X-ACC-860463,DEBITO,VISA,2029-12-31
e8dab777-b3e1-4c67-81e8-1bcf07a12eb6,04dbaccd-309c-4464-8be8-b25d505be4e3,4152X-ACC-390160,DEBITO,VISA,2029-12-31
6e3e2a99-1a3d-42fa-bfe5-52f057eccb2f,20890798-2f5c-482b-86c5-5f69cc769156,4152X-ACC-787281,DEBITO,VISA,2029-12-31
f20e8816-f077-4abe-837b-b3e39ccf37eb,ab310222-afda-4c5a-9bdd-ed85548295e7,4152X-ACC-718362,DEBITO,VISA,2029-12-31
7c74290c-b207-43d8-bcd5-14f069783b3b,7553853d-f0bd-4b7e-9508-d28a00101a35,4152X-ACC-587462,DEBITO,VISA,2029-12-31
74a2259c-8ee4-4064-89cc-8a49fd390792,d9c4f2f6-7287-4a24-b329-f0df76b1c681,4152X-ACC-654594,DEBITO,VISA,2029-12-31
f2e52e1f-1d7b-4214-a1ee-83e8b98918f0,ca4e654f-a067-4be1-b60d-7ee9c14c759a,4152X-ACC-195462,DEBITO,VISA,2029-12-31
d94896e7-da2e-4ebf-8861-0ed51d327133,6f2687b4-d9b7-4811-b498-ed91bb0e4e96,4152X-ACC-257504,DEBITO,VISA,2029-12-31
36bb528a-43a8-4008-8557-d3e3a5c94a6c,62ff3051-1005-4185-a3ba-6ed6f8c55573,4152X-ACC-761450,DEBITO,VISA,2029-12-31
3e5b598d-bd6d-4076-8922-5940bc6d277c,52132373-7823-46b8-88cb-0234148c4f4d,4152X-ACC-867214,DEBITO,VISA,2029-12-31
78415f42-edd9-4039-abee-f38499ffc380,332716be-0db7-4d39-b8c2-2687c765c49a,4152X-ACC-962645,DEBITO,VISA,2029-12-31
bacb91fd-e8d8-4aab-86af-be8542045bfc,e48d89fc-31ac-4505-9fe7-c25275a6f94f,4152X-ACC-808662,DEBITO,VISA,2029-12-31
d660ddf9-6ba0-4a64-88ea-5d41f61fcefb,956f351a-9d6e-4c9a-885e-b43b57925779,4152X-ACC-788281,DEBITO,VISA,2029-12-31
5057339d-f49e-4d1c-beae-6ced3a7c148f,08060a92-2482-4b8b-8501-62532530d22d,4152X-ACC-457429,DEBITO,VISA,2029-12-31
2f5e4265-1e5f-4813-839b-50bf4accbd7e,05119cdd-df13-46b4-acd1-ddf01e22a371,4152X-ACC-155318,DEBITO,VISA,2029-12-31
e4814a6c-08b2-4b08-99dd-d9e29211ea72,44a2ec9f-92b9-47bc-91ed-94aae8169c9f,4152X-ACC-417267,DEBITO,VISA,2029-12-31
062fd77f-ba97-4763-bff4-0bc64c0b9db9,ab8bba3a-575a-4867-ada9-fed08329dd97,4152X-ACC-292192,DEBITO,VISA,2029-12-31
481fe99e-04d7-42b3-b696-00ef02353148,5968a94e-fcef-412e-9564-99419c03adfc,4152X-ACC-178781,DEBITO,VISA,2029-12-31
d7d4bd62-308e-4ac3-9ba9-582ec4beeeb0,6c87c1bf-4e25-4803-b4bc-e41e61a3ccf9,4152X-ACC-305041,DEBITO,VISA,2029-12-31
334ac887-2c2e-43f0-ac7f-4e80e3f22173,105bde91-f299-4be8-864f-5ee8f695b88a,4152X-ACC-415557,DEBITO,VISA,2029-12-31
7f2f8daa-dfc2-4ad0-9c49-d90ffa6ae04b,785c3bae-2714-4597-b594-dc86c98358ff,4152X-ACC-616588,DEBITO,VISA,2029-12-31
0aa2518e-377e-4305-9b5c-0f8e0f802f9e,484d7194-c3d6-4987-be7c-0937c6df5eae,4152X-ACC-512498,DEBITO,VISA,2029-12-31
37060ad3-4bfd-4b62-86a5-6c3b7241f7b3,33898fff-2892-4d76-9b2e-cb4096c9fa2c,4152X-ACC-680466,DEBITO,VISA,2029-12-31
27184bbc-330d-4cfd-a78f-c17d51279685,63f18e0b-bea6-46d5-b62c-301b2ecd33b9,4152X-ACC-803714,DEBITO,VISA,2029-12-31
e6f6e0cb-d25d-473f-9f7b-b942a476f005,3b1cd4f2-03f2-4fe7-82eb-2c4a68e3e398,4152X-ACC-241564,DEBITO,VISA,2029-12-31
088735e5-4d0d-4706-a911-442edac351c2,4c705eea-d79f-4f75-8e6f-fbfe5822dece,4152X-ACC-618271,DEBITO,VISA,2029-12-31
2d45cb4c-8380-477e-93dc-7ad4055949fe,18c5e1b7-dc4a-4522-8019-192c6b9924c9,4152X-ACC-283675,DEBITO,VISA,2029-12-31
39f9edad-efb7-47c6-9841-c96e9b5d6e22,b1e106dc-5abc-4752-9ae3-491b216b8bb3,4152X-ACC-335362,DEBITO,VISA,2029-12-31
4c903803-6f89-4498-ac48-9cac84de61c7,048cf4a1-7baa-40a0-8283-1d5d24a3554e,4152X-ACC-159163,DEBITO,VISA,2029-12-31
367901a5-f293-400f-8969-224db4f3e99e,c6f3c310-231c-47ef-a814-263f3e35aff2,4152X-ACC-705470,DEBITO,VISA,2029-12-31
cb4d084d-d246-4f2e-847a-1132c5e51dc6,c2c81343-2ecf-4a96-8faa-927100931cfd,4152X-ACC-754811,DEBITO,VISA,2029-12-31
7336ec17-03d6-4127-a085-cb3f799bd54e,f6e99e02-4ac7-4aa2-a922-c31ebbfa100e,4152X-ACC-906790,DEBITO,VISA,2029-12-31
86ebabff-3329-403c-ae53-7102b0dc7831,84beb1fd-13c9-4d9d-a3a5-12f59b10b839,4152X-ACC-904462,DEBITO,VISA,2029-12-31
7c5b5dce-0577-471c-acd8-1c6806bbd6d1,0c74e8ff-9b95-4df5-9e8b-f6bda042185a,4152X-ACC-416076,DEBITO,VISA,2029-12-31
b8a2aeb0-77bc-4f93-87a4-dbd5d9aae0e9,1ad20e25-0772-455c-812f-ed0b0f731124,4152X-ACC-820801,DEBITO,VISA,2029-12-31
033eaacc-c1f9-412e-84cb-95b426d28b5c,a678f582-0858-4186-b81e-1a2392a9c13e,4152X-ACC-611411,DEBITO,VISA,2029-12-31
a016e16f-7680-4d69-8958-9b2a62b35431,296438d3-f0ce-4786-b454-52211fe3ebda,4152X-ACC-191865,DEBITO,VISA,2029-12-31
03e60ec2-d499-47cd-81fb-96e308403ecd,b039f3d7-339b-405c-ae00-69a3a298dd13,4152X-ACC-250159,DEBITO,VISA,2029-12-31
2f4e7259-c7d0-4f8e-b408-fbed59254881,aa98c6da-345e-412c-97a8-c4cc955e9efc,4152X-ACC-865313,DEBITO,VISA,2029-12-31
950bb240-d014-403a-bd23-d2ae18663c05,cf742715-ad72-4be5-9ba2-62a8418739d0,4152X-ACC-308124,DEBITO,VISA,2029-12-31
b4991233-a822-49ca-a113-cbedbb85a741,e9343899-e57e-427e-93af-3510f8fb6493,4152X-ACC-249143,DEBITO,VISA,2029-12-31
c56eb014-1de6-4df3-9cc5-45132bbf6942,68da5718-3885-4a0e-a090-aa9748ed09d6,4152X-ACC-158871,DEBITO,VISA,2029-12-31
